CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCPNO4620,RIO PRESIDIO 2,PACIFICO NORTE,SINALOA,MAZATLÁN,RÍO PRESIDIO 2,RIO PRESIDIO,LÓTICO,RÍO,"-106,23394","23,25677",2012-2021,<2,Excelente,"10,82",Buena calidad,"35,5",Buena calidad,2909,Contaminada,75,Excelente,,,"97,5",Excelente,,,,,,,<1,No Toxico,"2,4",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4622,RIO PRESIDIO 1,PACIFICO NORTE,SINALOA,MAZATLÁN,RÍO PRESIDIO 2,RIO PRESIDIO,LÓTICO,RÍO,"-106,23032","23,18233",2012-2021,<2,Excelente,"14,01",Buena calidad,26,Buena calidad,3076,Contaminada,79,Excelente,,,"96,8",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4623,PUENTE VILLA UNION,PACIFICO NORTE,SINALOA,MAZATLÁN,RÍO PRESIDIO 2,RIO PRESIDIO,LÓTICO,RÍO,"-106,22384","23,19095",2012-2021,<2,Excelente,"14,1264",Buena calidad,"27,5",Buena calidad,2382,Contaminada,41,Excelente,,,"96,6",Excelente,,,,,,,<1,No Toxico,"1,9",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4624,EL WALAMO,PACIFICO NORTE,SINALOA,MAZATLÁN,RÍO PRESIDIO 2,RIO PRESIDIO,LÓTICO (HUMEDAL),RÍO,"-106,25272","23,14056",2012-2021,<2,Excelente,"11,7",Buena calidad,20,Excelente,2098,Contaminada,63,Excelente,,,"96,7",Excelente,,,,,,,<1,No Toxico,"1,2",Toxicidad baja,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4626,LAGUNA HUIZACHE-CAIMANERO 3,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES HUIZACHE,LAGUNA HUIZACHE-CAIMANERO,COSTERO (HUMEDAL),LAGUNA,"-106,27328","23,08092",2012-2021,,,,,"20,3",Excelente,2613,Contaminada,,,20,Excelente,,,"74,3",Excelente,"80,3",Excelente,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4627,DESEMBOCADURA RIO PRESIDIO,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES HUIZACHE,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTERO,"-106,29271","23,09396",2012-2021,<2,Excelente,"11,18",Buena calidad,"16,75",Excelente,"3819,5",Contaminada,211,Buena calidad,"85,5",Excelente,"95,5",Excelente,"86,5",Excelente,,,,,<1,No Toxico,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,SI,SI,SI,COSTERO
OCPNO4628W1,LAGUNA HUIZACHE 5,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES HUIZACHE,LAGUNA HUIZACHE,LÉNTICO - COSTERO,LAGUNA,"-106,22345","23,08386",2012-2021,"2,595",Excelente,24,Aceptable,"63,5",Buena calidad,3900,Contaminada,69,Excelente,20,Excelente,,,"88,1",Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,SI,SI,SI,COSTERO
OCPNO4629W1,LAGUNA HUIZACHE 6,PACIFICO NORTE,SINALOA,ROSARIO,GRUPO DE CORRIENTES HUIZACHE,LAGUNA HUIZACHE,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,"-106,22041","23,07756",2012-2021,"2,545",Excelente,"15,585",Buena calidad,"59,83335",Buena calidad,2755,Contaminada,"63,5",Excelente,10,Excelente,,,"89,3",Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,SI,SI,SI,COSTERO
OCPNO4630,LAGUNA HUIZACHE-CAIMANERO 2,PACIFICO NORTE,SINALOA,ROSARIO,GRUPO DE CORRIENTES HUIZACHE,LAGUNA HUIZACHE-CAIMANERO,COSTERO (HUMEDAL),LAGUNA,"-106,22343","23,06021",2012-2021,,,,,"82,9091",Aceptable,12033,Fuertemente contaminada,,,20,Excelente,,,"105,3",Excelente,"68,5",Buena calidad,,,,,,,,,,,<1,No Toxico,"1,2",Toxicidad baja,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4631W1,LAGUNA HUIZACHE 4,PACIFICO NORTE,SINALOA,ROSARIO,GRUPO DE CORRIENTES HUIZACHE,LAGUNA HUIZACHE,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,"-106,13561","23,00431",2012-2021,,,,,"204,645",Contaminada,5172,Contaminada,,,"5,75",Excelente,,,"93,6",Excelente,,,,,,,,,,,,,"1,5",Toxicidad moderada,"1,3",Toxicidad baja,Amarillo,"SST,CF,",ND,ND,NO,NO,ND,SI,SI,SI,COSTERO
OCPNO4632,LAGUNA HUIZACHE 3,PACIFICO NORTE,SINALOA,ROSARIO,GRUPO DE CORRIENTES HUIZACHE,LAGUNA HUIZACHE,COSTERO (HUMEDAL),LAGUNA,"-106,08501","22,99297",2012-2021,,,,,"68,57",Buena calidad,5483,Contaminada,,,10,Excelente,,,"106,7",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4633,LAGUNA HUIZACHE 2,PACIFICO NORTE,SINALOA,ROSARIO,GRUPO DE CORRIENTES HUIZACHE,LAGUNA HUIZACHE,COSTERO (HUMEDAL),LAGUNA,"-106,05202","22,98663",2012-2021,,,,,170,Contaminada,"9742,5",Contaminada,,,10,Excelente,,,"104,65",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"SST,CF,",ND,ND,NO,NO,ND,SI,SI,SI,COSTERO
OCPNO4634,LAGUNA HUIZACHE 1,PACIFICO NORTE,SINALOA,ROSARIO,GRUPO DE CORRIENTES HUIZACHE,LAGUNA HUIZACHE,COSTERO (HUMEDAL),LAGUNA,"-106,07588","22,90899",2012-2021,,,,,"83,855",Aceptable,1523,Contaminada,,,<3,Excelente,,,"98,2",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4634M1,LAGUNA HUIZACHE 1,PACIFICO NORTE,SINALOA,ROSARIO,Grupo de Corrientes Huizache,LAGUNA HUIZACHE,COSTERO (HUMEDAL),LAGUNA,"-106,07928","22,90504",2012-2021,,,,,"50,95",Buena calidad,723,Aceptable,,,<3,Excelente,,,"135,25",Contaminada,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,",ND,ND,SI,SI,ND,SI,NO,SI,LENTICO
OCPNO4635,BOCA SISTEMA LAGUNAR HUIZACHE-CAIMANERO,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 2,SISTEMA LAGUNAR HUIZACHE - CAIMANERO,COSTERO (HUMEDAL),LAGUNA,"-106,06549","22,88119",2012-2021,,,,,53,Buena calidad,1430,Contaminada,,,20,Excelente,,,"82,6",Excelente,"66,1",Buena calidad,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4636,LAGUNA HUIZACHE-CAIMANERO 1,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 2,LAGUNA HUIZACHE-CAIMANERO,COSTERO (HUMEDAL),LAGUNA,"-106,02782","22,85460",2012-2021,,,,,"39,25",Buena calidad,1413,Contaminada,,,31,Excelente,,,"75,965",Excelente,"76,35",Excelente,"83,85",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4637,RIO BALUARTE 1,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 2,RIO BALUARTE,LÓTICO - COSTERO,ESTUARIO,"-106,03631","22,83919",2012-2021,"2,775",Excelente,"90,348",Contaminada,41,Buena calidad,2613,Contaminada,1699,Fuertemente contaminada,10,Excelente,"85,2",Excelente,"86,3",Excelente,,,,,<1,No Toxico,<1,No Toxico,,,,,<1,No Toxico,"1,2",Toxicidad baja,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,SI,SI,SI,COSTERO
OCPNO4637M1,RIO BALUARTE 1,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 2,RIO BALUARTE,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,"-106,00972","22,84368",2012-2021,<2,Excelente,"13,44",Buena calidad,"35,75",Buena calidad,"2155,5",Contaminada,2723,Fuertemente contaminada,10,Excelente,"90,8",Excelente,"96,95",Excelente,"77,2",Excelente,75,Excelente,<1,No Toxico,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,SI,SI,SI,COSTERO
OCPNO4638,DESEMBOCADURA RIO BALUARTE,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 2,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,"-106,03548","22,83593",2012-2021,<2,Excelente,"16,37",Buena calidad,"30,76",Buena calidad,644,Aceptable,"3361,5",Fuertemente contaminada,<3,Excelente,"87,4",Excelente,"87,2",Excelente,"93,4",Excelente,,,<1,No Toxico,<1,No Toxico,,,,,<1,No Toxico,"1,2",Toxicidad baja,Amarillo,"E_COLI,",SI,SI,SI,SI,NO,SI,SI,SI,COSTERO
OCPNO4639W1,MARISMAS NACIONALES 12,PACIFICO NORTE,SINALOA,ROSARIO,GRUPO DE CORRIENTES MARISMAS NACIONALES,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),MARISMA,"-105,97920","22,82893",2012-2021,"8,4",Aceptable,"30,25",Aceptable,174,Contaminada,"7485,5",Contaminada,262,Buena calidad,"25,5",Excelente,,,"103,4",Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,"3,5",Toxicidad moderada,Amarillo,"SST,CF,",SI,SI,NO,NO,SI,SI,SI,SI,COSTERO
OCPNO4640,CHAMETLA,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 2,RIO BALUARTE,LÓTICO (HUMEDAL),RÍO,"-105,96335","22,88024",2012-2021,<2,Excelente,<10,Excelente,"13,5",Excelente,"4132,5",Contaminada,"114,5",Excelente,,,"101,6",Excelente,,,,,,,"1,8",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4641,MARISMAS NACIONALES 11,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,"-105,89326","22,81926",2012-2021,,,,,54,Buena calidad,7284,Contaminada,,,<3,Excelente,,,"114,8",Buena calidad,,,,,,,,,,,,,"3,0",Toxicidad moderada,"1,3",Toxicidad baja,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4642,MARISMAS NACIONALES 10,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,"-105,83021","22,78511",2012-2021,,,,,67,Buena calidad,5686,Contaminada,,,10,Excelente,,,"138,3",Contaminada,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%S,",ND,ND,SI,NO,ND,SI,NO,SI,COSTERO
OCPNO4643,MARISMAS NACIONALES 9,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,"-105,76131","22,75372",2012-2021,,,,,"54,62",Buena calidad,2547,Contaminada,,,10,Excelente,,,"126,6",Aceptable,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4644,LAGUNA AGUA GRANDE 8,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,"-105,70441","22,73527",2012-2021,,,,,"41,25",Buena calidad,2187,Contaminada,,,<3,Excelente,,,"88,95",Excelente,"83,95",Excelente,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4645,LAGUNA AGUA GRANDE 6,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,"-105,70355","22,72438",2012-2021,,,,,"44,125",Buena calidad,"969,5",Aceptable,,,<3,Excelente,,,"115,5",Buena calidad,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4646,LAGUNA AGUA GRANDE 3,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,"-105,73499","22,71033",2012-2021,,,,,40,Buena calidad,2195,Contaminada,,,<3,Excelente,,,"71,3",Excelente,"68,55",Buena calidad,"65,6",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4647,MARISMAS NACIONALES 8,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,"-105,74268","22,68575",2012-2021,,,,,"39,66665",Buena calidad,3255,Contaminada,,,10,Excelente,,,65,Buena calidad,47,Aceptable,"35,78",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4648,LAGUNA AGUA GRANDE 1,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,"-105,71320","22,66050",2012-2021,,,,,"28,765",Buena calidad,922,Aceptable,,,10,Excelente,,,"56,205",Buena calidad,"48,35",Aceptable,"67,85",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4649,LAGUNA AGUA GRANDE 7,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,"-105,70295","22,70278",2012-2021,,,,,41,Buena calidad,"840,5",Aceptable,,,<3,Excelente,,,"108,5",Excelente,"75,8",Excelente,"73,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4650,MARISMAS NACIONALES 7,PACIFICO NORTE,SINALOA,ESCUINAPA,GRUPO DE CORRIENTES MARISMAS NACIONALES,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,"-105,68393","22,58247",2012-2021,,,,,"29,5",Buena calidad,374,Aceptable,,,<3,Excelente,,,"85,3",Excelente,"77,615",Excelente,"74,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4651,AGUAS DEBAJO DE LA DESCARGA DE LA CD. EL ROSARIO,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 2,RIO BALUARTE,LÓTICO (HUMEDAL),RÍO,"-105,86382","22,97227",2012-2021,"2,81",Excelente,"20,83",Aceptable,16,Excelente,24196,Fuertemente contaminada,9200,Fuertemente contaminada,,,"106,55",Excelente,,,,,,,<1,No Toxico,"3,6",Toxicidad moderada,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPNO4652,BALUARTE (PUENTE EL ROSARIO),PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 2,RIO BALUARTE,LÓTICO (HUMEDAL),RÍO,"-105,84722","22,99768",2012-2021,<2,Excelente,"17,72",Buena calidad,<10,Excelente,2485,Contaminada,"97,5",Excelente,,,"101,6",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4653,RIO BALUARTE 4,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 1,RIO BALUARTE,LÓTICO,RÍO,"-105,84316","23,06213",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,2142,Contaminada,73,Excelente,,,"121,2",Aceptable,,,,,,,"1,2",Toxicidad baja,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4654,RIO BALUARTE 5,PACIFICO NORTE,SINALOA,ROSARIO,RÍO BALUARTE 1,RIO BALUARTE,LÓTICO,RÍO,"-105,87434","23,12754",2012-2021,<2,Excelente,"10,875",Buena calidad,<10,Excelente,2547,Contaminada,104,Excelente,,,"105,15",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4655,MAZATLAN1,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,OCEANO PACIFICO (ESTERO LAS SIRENAS),COSTERO (HUMEDAL),OCÉANO-MAR,"-106,34296","23,17577",2012-2021,,,,,"24,6667",Excelente,130,Buena calidad,,,10,Excelente,,,"81,4",Excelente,"74,5",Excelente,"80,7",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4656,MAZATLAN2,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,"-106,37366","23,20437",2012-2021,,,,,"20,25",Excelente,609,Aceptable,,,10,Excelente,,,"78,4",Excelente,"73,8",Excelente,66,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4657,ENTRADA ESTERO LA SIRENA,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,OCEANO PACIFICO (ESTERO LAS SIRENAS),COSTERO (HUMEDAL),ESTERO,"-106,38150","23,21239",2012-2021,,,,,"17,45",Excelente,1050,Contaminada,,,20,Excelente,,,"76,685",Excelente,"76,05",Excelente,"75,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4658,"MAZ INDUSTRIAL, S.A. DE C.V. (FRENTE A LA DESCARGA)",PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,ESTERO DE URIAS,COSTERO,DESCARGA,"-106,37751","23,21271",2012-2021,,,,,"23,8",Excelente,"8752,5",Contaminada,,,121,Buena calidad,,,"53,4",Buena calidad,"76,885",Excelente,"78,53",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4659,"MAZ INDUSTRIAL, S.A. DE C.V. (AGUAS ABAJO)",PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,OCEANO PACIFICO (ESTERO LAS SIRENAS),COSTERO (HUMEDAL),DESCARGA,"-106,37619","23,21181",2012-2021,,,,,21,Excelente,"1721,5",Contaminada,,,52,Excelente,,,66,Buena calidad,"74,2",Excelente,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4660,"MAZ INDUSTRIAL, S.A. DE C.V. (FRENTE AL MUELLE)",PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,OCEANO PACIFICO (ESTERO LAS SIRENAS),COSTERO (HUMEDAL),DESCARGA,"-106,37955","23,21281",2012-2021,,,,,"23,6667",Excelente,1248,Contaminada,,,109,Buena calidad,,,"73,15",Excelente,"66,65",Buena calidad,"65,55",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4661,ESTERO DE URIAS-PARQUE BONFIL,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,ESTERO URIAS/B. MAZATLAN,COSTERO (HUMEDAL),ESTERO,"-106,39478","23,21197",2012-2021,,,,,18,Excelente,906,Aceptable,,,21,Excelente,,,"75,2",Excelente,"72,2",Excelente,"67,3",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4662,ESTERO EL INFIERNILLO-PUENTE JUAREZ,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,ESTERO EL INFIERNILLO/B. MAZATLAN,COSTERO,ESTERO,"-106,40622","23,21257",2012-2021,,,,,26,Buena calidad,842,Aceptable,,,52,Excelente,,,"75,5",Excelente,"68,4",Buena calidad,"59,9",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4663,PUERTO DE MAZATLAN DOS,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,"-106,40986","23,19990",2012-2021,,,,,20,Excelente,228,Aceptable,,,<3,Excelente,,,"84,3",Excelente,"77,9",Excelente,78,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4664,EL CRESTON AGUAS ARRIBA,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,"-106,43525","23,18011",2012-2021,,,,,17,Excelente,135,Buena calidad,,,41,Excelente,,,"94,2",Excelente,"89,85",Excelente,"76,3",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4665,PUERTO DE MAZATLAN TRES,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,OCEANO PACIFICO,COSTERO (HUMEDAL),ESTERO,"-106,39896","23,20842",2012-2021,,,,,19,Excelente,420,Aceptable,,,<3,Excelente,,,"101,4",Excelente,"66,6",Buena calidad,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4666,PUERTO DE MAZATLAN UNO,PACIFICO NORTE,SINALOA,MAZATLÁN,GRUPO DE CORRIENTES MAZATLAN,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,"-106,41615","23,18532",2012-2021,,,,,"19,5",Excelente,173,Buena calidad,,,<3,Excelente,,,"86,315",Excelente,"80,65",Excelente,"77,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4667,EL VERDE CAMACHO 5,PACIFICO NORTE,SINALOA,MAZATLÁN,RÍO QUELITE 2,PLAYA EL VERDE CAMACHO,COSTERO (HUMEDAL),BAHIA,"-106,54012","23,40365",2012-2021,,,,,"14,4",Excelente,<3,Excelente,,,<3,Excelente,,,"98,3",Excelente,"95,05",Excelente,"92,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4668,PLAYA TORTUGUERA EL VERDE CAMACHO 1,PACIFICO NORTE,SINALOA,MAZATLÁN,RÍO QUELITE 2,PLAYA TORTUGUERA EL VERDE CAMACHO,COSTERO (HUMEDAL),OCÉANO-MAR,"-106,59576","23,45310",2012-2021,,,,,15,Excelente,<3,Excelente,,,<3,Excelente,,,100,Excelente,"99,3",Excelente,"93,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4669,PLAYA TORTUGUERA VERDE CAMACHO 4,PACIFICO NORTE,SINALOA,MAZATLÁN,RÍO QUELITE 2,PLAYA TORTUGUERA EL VERDE CAMACHO,COSTERO (HUMEDAL),BAHIA,"-106,57177","23,43313",2012-2021,,,,,"18,5",Excelente,<3,Excelente,,,<3,Excelente,,,"100,4",Excelente,"95,85",Excelente,"93,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
